Time (min),Force (N),Position (mm)
1.67E-05,0.214,-0.000200
0.00152,0.257,-0.000200
0.00303,0.350,-0.000200
0.00453,0.293,-0.000200
0.00604,0.275,-0.000200
0.00754,0.300,0.000100
0.00905,0.301,0.00129
0.0106,0.354,0.00350
0.0121,0.461,0.00550
0.0136,0.363,0.00730
0.0151,0.427,0.00900
0.0166,0.489,0.0107
0.0181,0.471,0.0123
0.0196,0.550,0.0139
0.0211,0.464,0.0154
0.0226,0.550,0.0170
0.0241,0.657,0.0185
0.0256,0.689,0.0200
0.0271,0.843,0.0215
0.0286,0.807,0.0230
0.0301,0.917,0.0245
0.0316,1.03,0.0260
0.0331,1.11,0.0275
0.0346,1.03,0.0290
0.0361,1.26,0.0305
0.0377,1.34,0.0320
0.0392,1.52,0.0335
0.0407,1.57,0.0350
0.0422,1.57,0.0366
0.0437,1.71,0.0380
0.0452,1.89,0.0395
0.0467,2.08,0.0410
0.0482,1.97,0.0425
0.0497,2.13,0.0440
0.0512,2.09,0.0455
0.0527,2.21,0.0470
0.0542,2.34,0.0486
0.0557,2.44,0.0501
0.0572,2.65,0.0516
0.0587,2.74,0.0531
0.0602,2.99,0.0546
0.0617,3.12,0.0561
0.0632,3.23,0.0576
0.0647,3.39,0.0591
0.0663,3.42,0.0606
0.0678,3.51,0.0621
0.0693,3.64,0.0636
0.0708,3.83,0.0651
0.0723,3.89,0.0666
0.0738,3.89,0.0681
0.0753,4.09,0.0697
0.0768,4.11,0.0712
0.0783,4.31,0.0727
0.0798,4.38,0.0742
0.0813,4.58,0.0757
0.0828,4.79,0.0772
0.0843,4.94,0.0787
0.0858,5.17,0.0802
0.0873,5.36,0.0817
0.0888,5.50,0.0833
0.0903,5.82,0.0847
0.0918,6.02,0.0863
0.0933,6.41,0.0878
0.0949,6.59,0.0893
0.0964,6.82,0.0908
0.0979,7.11,0.0923
0.0994,7.57,0.0938
0.101,7.78,0.0953
0.102,8.04,0.0968
0.104,8.44,0.0983
0.105,8.74,0.0998
0.107,9.18,0.101
0.108,9.67,0.103
0.110,10.0,0.104
0.111,10.4,0.106
0.113,11.0,0.107
0.114,11.4,0.109
0.116,11.9,0.110
0.117,12.5,0.112
0.119,13.0,0.113
0.120,13.6,0.115
0.122,14.2,0.116
0.123,14.9,0.118
0.125,15.6,0.119
0.126,16.4,0.121
0.128,17.1,0.122
0.129,18.1,0.124
0.131,18.9,0.125
0.132,19.8,0.127
0.134,20.7,0.128
0.135,21.9,0.130
0.137,23.1,0.131
0.139,24.3,0.133
0.140,25.6,0.134
0.142,27.1,0.136
0.143,28.5,0.137
0.145,29.8,0.139
0.146,31.4,0.140
0.148,33.0,0.142
0.149,34.9,0.143
