Time (min),Force (N),Position (mm)
2E-05,0.771,-0.000400
0.001,0.714,-0.000400
0.003,0.729,-0.000400
0.004,0.814,-0.000400
0.006,0.820,-0.000400
0.007,0.950,-0.000100
0.009,0.871,0.00120
0.01,0.943,0.00320
0.01,1.08,0.00500
0.01,1.31,0.00670
0.01,1.38,0.00840
0.02,1.51,0.0100
0.02,1.66,0.0116
0.02,1.81,0.0131
0.02,1.92,0.0146
0.02,2.03,0.0161
0.02,2.14,0.0175
0.02,2.20,0.0190
0.03,2.41,0.0204
0.03,2.55,0.0219
0.03,2.63,0.0233
0.03,2.78,0.0248
0.03,2.96,0.0263
0.03,3.32,0.0278
0.03,3.39,0.0292
0.04,3.51,0.0307
0.04,3.76,0.0321
0.04,3.96,0.0336
0.04,4.17,0.0350
0.04,4.32,0.0364
0.04,4.48,0.0379
0.05,4.79,0.0394
0.05,5.02,0.0408
0.05,5.36,0.0423
0.05,5.77,0.0437
0.05,6.04,0.0452
0.05,6.48,0.0466
0.05,7.04,0.0481
0.06,7.52,0.0496
0.06,7.99,0.0510
0.06,8.52,0.0525
0.06,9.14,0.0539
0.06,9.77,0.0553
0.06,10.6,0.0568
0.06,11.2,0.0582
0.07,11.9,0.0597
0.07,12.8,0.0612
0.07,13.8,0.0627
0.07,14.6,0.0641
0.07,15.4,0.0655
0.07,16.5,0.0670
0.07,17.5,0.0684
0.08,18.8,0.0699
0.08,19.9,0.0714
0.08,21.2,0.0729
0.08,22.5,0.0743
0.08,24.1,0.0758
0.08,25.5,0.0772
0.08,26.9,0.0787
0.09,28.8,0.0801
0.09,30.5,0.0816
0.09,32.4,0.0830
0.09,34.3,0.0844
0.09,36.4,0.0859
0.09,38.6,0.0874
0.09,41.3,0.0888
0.1,43.8,0.0903
0.1,46.7,0.0918
0.1,49.5,0.0932
0.1,52.7,0.0947
0.1,55.7,0.0962
0.1,59.0,0.0976
0.1,62.6,0.0990
0.1,66.2,0.101
0.1,70.1,0.102
0.1,74.1,0.103
0.1,78.6,0.105
0.1,82.7,0.106
0.1,87.2,0.108
0.1,92.2,0.109
0.1,97.0,0.111
0.1,102,0.112
0.1,108,0.114
0.1,113,0.115
0.1,118,0.116
0.1,124,0.118
0.1,130,0.119
0.1,136,0.121
0.1,142,0.122
0.1,149,0.124
0.1,156,0.125
0.1,163,0.127
0.1,170,0.128
0.1,177,0.130
0.1,184,0.131
0.1,192,0.133
0.1,200,0.134
0.1,208,0.135
0.1,216,0.137
0.1,225,0.138
0.1,234,0.140
0.1,242,0.141
0.1,252,0.143
0.1,261,0.144
0.2,271,0.146
0.2,281,0.147
0.2,291,0.149
0.2,301,0.150
0.2,311,0.151
0.2,322,0.153
0.2,333,0.154
0.2,344,0.156
0.2,355,0.157
0.2,367,0.159
0.2,379,0.160
0.2,391,0.162
0.2,403,0.163
0.2,415,0.164
0.2,428,0.166
0.2,441,0.167
0.2,454,0.169
0.2,468,0.170
0.2,482,0.172
0.2,495,0.173
0.2,509,0.175
0.2,523,0.176
0.2,538,0.178
0.2,552,0.179
0.2,568,0.181
0.2,582,0.182
0.2,598,0.183
0.2,614,0.185
0.2,629,0.186
0.2,645,0.188
0.2,662,0.189
0.2,678,0.191
0.2,695,0.192
0.2,712,0.194
0.2,729,0.195
0.2,747,0.197
0.2,764,0.198
0.2,782,0.199
0.2,800,0.201
0.2,818,0.202
0.2,837,0.204
0.2,856,0.205
0.2,875,0.207
0.2,895,0.208
0.2,914,0.210
0.2,933,0.211
0.2,954,0.213
0.2,973,0.214
0.2,993,0.215
0.2,1010,0.217
0.2,1030,0.218
0.2,1050,0.220
0.2,1080,0.221
0.2,1100,0.223
0.2,1120,0.224
0.2,1140,0.226
0.2,1160,0.227
0.2,1180,0.229
0.2,1210,0.230
0.2,1230,0.231
0.2,1250,0.233
0.2,1270,0.234
0.2,1300,0.236
0.2,1320,0.237
0.2,1340,0.239
0.2,1370,0.240
0.2,1390,0.242
0.2,1410,0.243
0.3,1440,0.244
0.3,1460,0.246
0.3,1480,0.247
0.3,1510,0.249
0.3,1530,0.250
0.3,1560,0.252
0.3,1580,0.253
0.3,1610,0.255
0.3,1630,0.256
0.3,1660,0.258
0.3,1680,0.259
0.3,1710,0.260
0.3,1730,0.262
0.3,1760,0.263
0.3,1790,0.265
0.3,1810,0.266
0.3,1840,0.268
0.3,1860,0.269
0.3,1890,0.271
0.3,1920,0.272
0.3,1940,0.274
0.3,1970,0.275
0.3,2000,0.276
0.3,2030,0.278
0.3,2050,0.279
0.3,2080,0.281
0.3,2110,0.282
0.3,2130,0.284
0.3,2160,0.285
0.3,2190,0.287
0.3,2220,0.288
0.3,2240,0.290
0.3,2270,0.291
0.3,2300,0.293
0.3,2330,0.294
0.3,2360,0.295
0.3,2390,0.297
0.3,2410,0.298
0.3,2440,0.300
0.3,2470,0.301
0.3,2500,0.303
0.3,2530,0.304
0.3,2560,0.306
0.3,2590,0.307
0.3,2610,0.309
0.3,2640,0.310
0.3,2670,0.311
0.3,2700,0.313
0.3,2730,0.314
0.3,2760,0.316
0.3,2790,0.317
0.3,2820,0.319
0.3,2850,0.320
0.3,2880,0.322
0.3,2910,0.323
0.3,2940,0.324
0.3,2970,0.326
0.3,3000,0.327
0.3,3020,0.329
0.3,3050,0.330
0.3,3080,0.332
0.3,3110,0.333
0.3,3140,0.335
0.3,3170,0.336
0.3,3200,0.338
0.3,3230,0.339
0.3,3260,0.340
0.3,3290,0.342
0.3,3320,0.343
0.4,3350,0.345
0.4,3380,0.346
0.4,3410,0.348
0.4,3440,0.349
0.4,3470,0.351
0.4,3500,0.352
0.4,3530,0.354
0.4,3560,0.355
0.4,3600,0.357
0.4,3630,0.358
0.4,3660,0.359
0.4,3690,0.361
0.4,3720,0.362
0.4,3750,0.364
0.4,3780,0.365
0.4,3810,0.367
0.4,3840,0.368
0.4,3870,0.370
0.4,3900,0.371
0.4,3930,0.373
0.4,3960,0.374
0.4,3990,0.376
0.4,4030,0.377
0.4,4060,0.378
0.4,4090,0.380
0.4,4120,0.381
0.4,4150,0.383
0.4,4180,0.384
0.4,4210,0.386
0.4,4240,0.387
0.4,4270,0.389
0.4,4300,0.390
0.4,4330,0.391
0.4,4360,0.393
0.4,4390,0.394
0.4,4420,0.396
0.4,4460,0.397
0.4,4490,0.399
0.4,4520,0.400
0.4,4550,0.402
0.4,4580,0.403
0.4,4610,0.405
0.4,4640,0.406
0.4,4670,0.407
0.4,4710,0.409
0.4,4740,0.410
0.4,4770,0.412
0.4,4800,0.413
0.4,4830,0.415
0.4,4860,0.416
0.4,4890,0.418
0.4,4920,0.419
0.4,4950,0.420
0.4,4990,0.422
0.4,5020,0.423
0.4,5050,0.425
0.4,5080,0.426
0.4,5110,0.428
0.4,5140,0.429
0.4,5170,0.431
0.4,5210,0.432
0.4,5240,0.434
0.4,5270,0.435
0.4,5300,0.437
0.4,5330,0.438
0.4,5360,0.439
0.4,5400,0.441
0.4,5430,0.442
0.4,5460,0.444
0.5,5490,0.445
0.5,5520,0.447
0.5,5550,0.448
0.5,5590,0.450
0.5,5620,0.451
0.5,5650,0.453
0.5,5680,0.454
0.5,5710,0.456
0.5,5750,0.457
0.5,5780,0.458
0.5,5810,0.460
0.5,5840,0.461
0.5,5870,0.463
0.5,5900,0.464
0.5,5930,0.466
0.5,5970,0.467
0.5,6000,0.469
0.5,6030,0.470
0.5,6060,0.472
0.5,6090,0.473
0.5,6130,0.474
0.5,6160,0.476
0.5,6190,0.477
0.5,6220,0.479
0.5,6250,0.480
0.5,6280,0.482
0.5,6310,0.483
0.5,6350,0.484
0.5,6380,0.486
0.5,6410,0.487
0.5,6440,0.489
0.5,6480,0.490
0.5,6510,0.492
0.5,6540,0.493
0.5,6570,0.495
0.5,6610,0.496
0.5,6640,0.498
0.5,6670,0.499
0.5,6700,0.500
0.5,6730,0.502
0.5,6770,0.504
0.5,6800,0.505
0.5,6830,0.506
0.5,6860,0.508
0.5,6900,0.509
0.5,6930,0.511
0.5,6960,0.512
0.5,6990,0.514
0.5,7020,0.515
0.5,7050,0.517
0.5,7090,0.518
0.5,7120,0.520
0.5,7150,0.521
0.5,7180,0.522
0.5,7210,0.524
0.5,7250,0.525
0.5,7280,0.527
0.5,7310,0.528
0.5,7340,0.530
0.5,7370,0.531
0.5,7410,0.533
0.5,7440,0.534
0.5,7470,0.535
0.5,7500,0.537
0.5,7530,0.538
0.5,7570,0.540
0.5,7600,0.541
0.5,7630,0.543
0.5,7660,0.544
0.6,7700,0.546
0.6,7730,0.547
0.6,7760,0.549
0.6,7790,0.550
0.6,7820,0.551
0.6,7860,0.553
0.6,7890,0.554
0.6,7920,0.556
0.6,7950,0.557
0.6,7980,0.559
0.6,8010,0.560
0.6,8040,0.562
0.6,8080,0.563
0.6,8110,0.565
0.6,8140,0.566
0.6,8170,0.568
0.6,8200,0.569
0.6,8240,0.570
0.6,8270,0.572
0.6,8300,0.573
0.6,8330,0.575
0.6,8360,0.576
0.6,8390,0.578
0.6,8420,0.579
0.6,8450,0.580
0.6,8490,0.582
0.6,8520,0.583
0.6,8550,0.585
0.6,8580,0.586
0.6,8620,0.588
0.6,8650,0.589
0.6,8680,0.591
0.6,8710,0.592
0.6,8740,0.594
0.6,8770,0.595
0.6,8800,0.597
0.6,8830,0.598
0.6,8870,0.599
0.6,8900,0.601
0.6,8930,0.602
0.6,8960,0.604
0.6,8990,0.605
0.6,9020,0.607
0.6,9050,0.608
0.6,9080,0.610
0.6,9110,0.611
0.6,9150,0.612
0.6,9180,0.614
0.6,9210,0.615
0.6,9240,0.617
0.6,9270,0.618
0.6,9300,0.620
0.6,9330,0.621
0.6,9360,0.623
0.6,9390,0.624
0.6,9430,0.626
0.6,9460,0.627
0.6,9480,0.628
0.6,9520,0.630
0.6,9550,0.631
0.6,9580,0.633
0.6,9610,0.634
0.6,9640,0.636
0.6,9670,0.637
0.6,9700,0.639
0.6,9730,0.640
0.6,9760,0.642
0.6,9790,0.643
0.6,9820,0.645
0.7,9850,0.646
0.7,9880,0.647
0.7,9910,0.649
0.7,9950,0.650
0.7,9980,0.652
0.7,10000,0.653
0.7,10000,0.655
0.7,10100,0.656
0.7,10100,0.658
0.7,10100,0.659
0.7,10200,0.661
0.7,10200,0.662
0.7,10200,0.664
0.7,10200,0.665
0.7,10300,0.666
0.7,10300,0.668
0.7,10300,0.669
0.7,10400,0.671
0.7,10400,0.672
0.7,10400,0.674
0.7,10500,0.675
0.7,10500,0.677
0.7,10500,0.678
0.7,10500,0.679
0.7,10600,0.681
0.7,10600,0.682
0.7,10600,0.684
0.7,10700,0.685
0.7,10700,0.687
0.7,10700,0.688
0.7,10800,0.690
0.7,10800,0.691
