Time (min),Force (N),Position (mm)
2E-05,0.400,-0.000300
0.001,0.493,-0.000300
0.003,0.429,-0.000300
0.004,0.521,-0.000300
0.006,0.336,-0.000200
0.007,0.431,0.000300
0.009,0.628,0.00200
0.01,0.843,0.00390
0.01,1.05,0.00580
0.01,1.16,0.00750
0.01,1.28,0.00920
0.02,1.33,0.0108
0.02,1.58,0.0123
0.02,1.67,0.0139
0.02,1.89,0.0154
0.02,2.11,0.0168
0.02,2.16,0.0183
0.02,2.49,0.0197
0.03,2.79,0.0212
0.03,2.90,0.0226
0.03,3.25,0.0241
0.03,3.65,0.0256
0.03,3.95,0.0270
0.03,4.34,0.0286
0.04,4.74,0.0300
0.04,5.27,0.0315
0.04,5.90,0.0330
0.04,6.40,0.0345
0.04,7.22,0.0359
0.04,7.94,0.0374
0.04,8.78,0.0389
0.05,9.94,0.0403
0.05,10.9,0.0417
0.05,12.2,0.0432
0.05,13.6,0.0447
0.05,15.0,0.0461
0.05,16.4,0.0476
0.05,18.0,0.0491
0.06,19.8,0.0505
0.06,21.6,0.0520
0.06,23.6,0.0534
0.06,25.8,0.0549
0.06,28.2,0.0564
0.06,30.6,0.0578
0.06,33.3,0.0593
0.07,36.2,0.0607
0.07,39.4,0.0623
0.07,42.6,0.0637
0.07,46.0,0.0651
0.07,49.8,0.0667
0.07,54.0,0.0681
0.07,57.8,0.0696
0.08,62.2,0.0710
0.08,66.7,0.0725
0.08,71.4,0.0739
0.08,76.4,0.0754
0.08,81.7,0.0768
0.08,87.1,0.0783
0.08,92.9,0.0799
0.09,98.7,0.0813
0.09,104,0.0827
0.09,111,0.0842
0.09,117,0.0856
0.09,124,0.0871
0.09,131,0.0886
0.1,138,0.0901
0.1,145,0.0916
0.1,153,0.0930
0.1,161,0.0945
0.1,169,0.0959
0.1,177,0.0974
0.1,186,0.0989
0.1,195,0.100
0.1,204,0.102
0.1,213,0.103
0.1,222,0.105
0.1,232,0.106
0.1,242,0.108
0.1,252,0.109
0.1,263,0.111
0.1,274,0.112
0.1,285,0.114
0.1,295,0.115
0.1,307,0.116
0.1,318,0.118
0.1,330,0.119
0.1,342,0.121
0.1,354,0.122
0.1,366,0.124
0.1,379,0.125
0.1,392,0.127
0.1,405,0.128
0.1,417,0.130
0.1,431,0.131
0.1,444,0.133
0.1,458,0.134
0.1,471,0.135
0.1,485,0.137
0.1,499,0.138
0.1,514,0.140
0.1,528,0.141
0.1,543,0.143
0.1,558,0.144
0.2,573,0.146
0.2,588,0.147
0.2,605,0.149
0.2,621,0.150
0.2,636,0.152
0.2,653,0.153
0.2,669,0.155
0.2,686,0.156
0.2,704,0.158
0.2,721,0.159
0.2,739,0.160
0.2,756,0.162
0.2,773,0.163
0.2,792,0.165
0.2,810,0.166
0.2,827,0.168
0.2,846,0.169
0.2,864,0.171
0.2,883,0.172
0.2,902,0.174
0.2,921,0.175
0.2,941,0.177
0.2,961,0.178
0.2,981,0.180
0.2,1000,0.181
0.2,1020,0.182
0.2,1040,0.184
0.2,1060,0.185
0.2,1080,0.187
0.2,1100,0.188
0.2,1120,0.190
0.2,1140,0.191
0.2,1170,0.193
0.2,1190,0.194
0.2,1210,0.196
0.2,1230,0.197
0.2,1250,0.199
0.2,1280,0.200
0.2,1300,0.201
0.2,1320,0.203
0.2,1340,0.204
0.2,1370,0.206
0.2,1390,0.207
0.2,1410,0.209
0.2,1440,0.210
0.2,1460,0.212
0.2,1480,0.213
0.2,1510,0.215
0.2,1530,0.216
0.2,1550,0.218
0.2,1580,0.219
0.2,1600,0.221
0.2,1620,0.222
0.2,1650,0.224
0.2,1670,0.225
0.2,1700,0.226
0.2,1720,0.228
0.2,1750,0.229
0.2,1770,0.231
