Time (min),Force (N),Position (mm)
1.67E-05,0.350,-0.000300
0.00131,0.271,-0.000300
0.00261,0.307,-0.000300
0.00390,0.307,-0.000300
0.00519,0.355,-3.44E-05
0.00649,0.300,0.000600
0.00778,0.607,0.00250
0.00908,0.788,0.00420
0.0104,1.04,0.00580
0.0117,1.06,0.00740
0.0130,1.26,0.00886
0.0143,1.47,0.0103
0.0155,1.59,0.0117
0.0168,1.74,0.0130
0.0181,1.79,0.0144
0.0194,1.99,0.0157
0.0207,2.08,0.0170
0.0220,2.22,0.0182
0.0233,2.36,0.0196
0.0246,2.45,0.0209
0.0259,2.49,0.0222
0.0272,2.58,0.0235
0.0285,2.80,0.0248
0.0298,2.81,0.0261
0.0311,2.81,0.0274
0.0324,2.96,0.0287
0.0337,3.06,0.0299
0.0350,3.22,0.0312
0.0363,3.35,0.0325
0.0376,3.35,0.0338
0.0388,3.50,0.0351
0.0401,3.63,0.0364
0.0414,3.81,0.0377
0.0427,3.94,0.0390
0.0440,4.08,0.0403
0.0453,4.17,0.0416
0.0466,4.18,0.0429
0.0479,4.32,0.0442
0.0492,4.49,0.0455
0.0505,4.67,0.0468
0.0518,4.85,0.0481
0.0531,5.07,0.0494
0.0544,5.26,0.0507
0.0557,5.53,0.0519
0.0570,5.91,0.0532
0.0583,6.28,0.0546
0.0596,6.48,0.0558
0.0609,6.66,0.0572
0.0621,6.96,0.0585
0.0634,7.32,0.0598
0.0647,7.51,0.0610
0.0660,7.92,0.0623
0.0673,8.20,0.0636
0.0686,8.63,0.0649
0.0699,8.89,0.0662
0.0712,9.19,0.0675
0.0725,9.56,0.0687
0.0738,10.1,0.0701
0.0751,10.5,0.0714
0.0764,10.7,0.0726
0.0777,11.0,0.0740
0.0790,11.5,0.0752
0.0803,11.9,0.0765
0.0816,12.3,0.0778
0.0829,12.7,0.0792
0.0842,13.0,0.0804
0.0854,13.5,0.0817
0.0867,13.9,0.0830
0.0880,14.5,0.0843
0.0893,15.0,0.0856
0.0906,15.5,0.0869
0.0919,16.0,0.0881
0.0932,16.6,0.0894
0.0945,17.1,0.0908
0.0958,17.7,0.0920
0.0971,18.2,0.0933
0.0984,18.8,0.0946
0.0997,19.3,0.0959
0.101,20.0,0.0972
